baseline,candidate,pair_count,no_anchor_rmse_mean,anchored_rmse_mean,ratio_of_means_reduction_percent,paired_difference_mean_mm,paired_difference_sd_mm,wins,ordinary_paired_t_two_sided_p,mean_test_train_ratio,corrected_resampled_se_mm,corrected_resampled_ci95_low_mm,corrected_resampled_ci95_high_mm,corrected_resampled_t_two_sided_p,exact_wilcoxon_greater_statistic,exact_wilcoxon_greater_p
SPAR without anchor,SPAR,4,0.8619838734048804,0.8266298686610501,4.101469393409889,0.035354004743830214,0.024199832738981786,4,0.0614046465713785,0.2187529935604171,0.016568545754025964,-0.017374502475002974,0.0880825119626634,0.12256926185322314,10.0,0.0625
