variant,seed_count,rmse_mean,rmse_sd,mae_mean,mae_sd,core_seconds_mean,core_seconds_sd,parameter_count
SPAR,4,0.8266298686610501,0.13338658152282082,0.5623375041129921,0.09806471769189187,68.17165999999906,5.6695815109972605,33210
SPAR without anchor,4,0.8619838734048804,0.14956115144643434,0.5770004679685808,0.10451448891463497,54.13970750000044,0.6871033633523406,33210
