support,model,partitions,mean_rmse,std_rmse,mean_mae,std_mae
native_100m_masked,lasso,5,1.5074667930603027,0.2193850421456001,0.9792651176452637,0.1738365430877841
native_100m_masked,spar,5,1.1669068098068238,0.17581967621117908,0.766003155708313,0.13716350370933741
128x128_idw_history,lasso,5,4.448876428604126,0.8440723120179361,2.7526423931121826,0.6228362813217929
128x128_idw_history,spar,5,4.441045618057251,0.8398494258717258,2.7448426485061646,0.6221435271402372
256x256_idw_history,lasso,5,3.716751146316528,0.6285582939610178,2.35019371509552,0.4930783942226139
256x256_idw_history,spar,5,3.6876981258392334,0.6274102199711513,2.321481704711914,0.49089823389099035
512x512_idw_history,lasso,5,3.0178082466125487,0.4539880901113503,1.9182713985443116,0.3706537596895624
512x512_idw_history,spar,5,2.940006685256958,0.45271454529698585,1.849398136138916,0.365450623458832
