seed,v21_lasso_rmse,v22_lasso_rmse,lasso_absolute_difference,v21_spar_rmse,v22_spar_rmse,spar_absolute_difference
42,1.2151602506637573,1.2151602506637573,0.0,0.907241940498352,0.907241940498352,0.0
43,1.3420703411102295,1.3420703411102295,0.0,1.1013094186782837,1.1013094186782837,0.0
44,1.6625996828079224,1.6625996828079224,0.0,1.319554090499878,1.319554090499878,0.0
45,1.7290350198745728,1.7290350198745728,0.0,1.3360460996627808,1.3360460996627808,0.0
46,1.5884687900543213,1.5884687900543213,0.0,1.1703824996948242,1.1703824996948242,0.0
