model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std
temporal_linear_hybrid,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37568,8053,7806,7806,1.8420459032058716,1.3572199170384553,0.9540377259254456,0.9456738654199857,11,0.338595959230249,cuda,8.170079100000294,616.99072265625,True,masked,masked,16,8,24,658,178,-1.7016432285308838,3.902372121810913,-0.07588183134794235,1.589114785194397
