model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,device,runtime_seconds,peak_gpu_memory_mb,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
random_forest,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,53427,37144,8128,8155,8155,2.540565013885498,1.5939149958154915,0.9677382111549377,0.9419071750636099,cpu,89.20741070000804,0.0,65536,0.7772592902183533,0.8816230998665775,0.4411308169364929,0.9736492629595966
