alpha,val_rmse,best_epoch
0.0001,1.6816595792770386,600.0
0.0005,1.6817160844802856,600.0
0.001,1.6817865371704102,600.0
0.005,1.682352900505066,600.0
0.01,1.6830623149871826,600.0
