alpha,val_rmse,best_epoch
0.0001,1.4237467050552368,600.0
0.0005,1.423775553703308,600.0
0.001,1.4238115549087524,600.0
0.005,1.4241002798080444,600.0
0.01,1.4244600534439087,600.0
