epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.28351480305887933,0.16598176956176758
2,0.2811311582146689,0.16526806354522705
3,0.2753839456411295,0.15973015129566193
4,0.2683887779712677,0.1567295789718628
5,0.2638487327237462,0.15815870463848114
6,0.2600471048161041,0.15595778822898865
7,0.2550352347451587,0.1570272445678711
8,0.2526116688237634,0.15718966722488403
9,0.2491486018826795,0.15919257700443268
10,0.24642933991759322,0.15759047865867615
11,0.24219111924947695,0.16063980758190155
12,0.2394880134352418,0.15900158882141113
13,0.2366002889913182,0.16077247262001038
14,0.23315603493951087,0.1623474806547165
15,0.2305370345711708,0.1640203446149826
16,0.22816420918287234,0.16515229642391205
17,0.22402786723403043,0.16389058530330658
18,0.22151757187621537,0.165110781788826
