model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std,warm_start_enabled,temporal_hybrid_recent_lags
conv_lstm_residual,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37443,7856,8128,8128,2.2668001651763916,1.5055896403656581,1.0319589376449585,0.9497970310725297,10,0.3230896232930148,cuda,502.2275974999993,5739.3486328125,True,masked,masked,16,8,24,659,173,-1.6667163372039795,4.035043716430664,-0.08618777990341187,1.5934607982635498,False,
