alpha,val_rmse,best_epoch
0.0001,1.2695837020874023,600.0
0.0005,1.269607663154602,600.0
0.001,1.2696374654769897,600.0
0.005,1.2698765993118286,600.0
0.01,1.2701773643493652,600.0
