epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.27387006919492374,0.31549540162086487
2,0.26755392483689566,0.30441513657569885
3,0.2541987371038307,0.29323381185531616
4,0.24108186685903507,0.2838929295539856
5,0.23004605163904754,0.2855363190174103
6,0.21989946473728528,0.28595349192619324
7,0.20832670158283276,0.2722933888435364
8,0.19817197830839592,0.2549055814743042
9,0.1929743755608797,0.24823914468288422
10,0.18180690468712288,0.23695364594459534
11,0.18937117606401443,0.23378990590572357
12,0.1752078104764223,0.2411849945783615
13,0.16950421035289764,0.2444445788860321
14,0.15598644146865065,0.21335753798484802
15,0.15221525728702545,0.21797332167625427
16,0.14595491202040153,0.2039576768875122
17,0.14303303950212218,0.20169545710086823
18,0.14128533005714417,0.20141194760799408
19,0.12782929245043884,0.24029576778411865
20,0.1318872355940667,0.21061182022094727
21,0.12884212005883455,0.19453001022338867
22,0.13043436568907715,0.19985973834991455
23,0.13138381544161926,0.19187848269939423
24,0.13120205378667874,0.17359775304794312
25,0.11652762646024878,0.16756393015384674
26,0.11492524947971106,0.16782398521900177
27,0.10971984910694035,0.18189845979213715
28,0.11405348024246367,0.1679564267396927
29,0.10601823836226355,0.15879185497760773
30,0.10665904298763383,0.17424534261226654
31,0.10424709150736983,0.17298737168312073
32,0.10072019772434776,0.15350790321826935
33,0.10333963720635934,0.17116385698318481
34,0.10460007961162111,0.16137517988681793
35,0.09707304691387848,0.15252232551574707
36,0.09196708605370739,0.1649065464735031
37,0.0978307927196676,0.16408470273017883
38,0.09645995074375109,0.14747686684131622
39,0.10175949377431111,0.14689286053180695
40,0.10078184950080785,0.1954745501279831
41,0.10271253411404112,0.15775246918201447
42,0.08708223268728364,0.14697645604610443
43,0.09087392713197252,0.15915605425834656
44,0.09152899703688243,0.15555605292320251
45,0.09076901262795384,0.1420254111289978
46,0.0888218534687026,0.16822561621665955
47,0.08729573711752892,0.14482317864894867
48,0.08708070608025248,0.15861856937408447
49,0.08313963799314066,0.13332554697990417
50,0.08793726203624498,0.13685455918312073
51,0.08308431074361909,0.1779312938451767
52,0.08651282401247458,0.1390034407377243
53,0.08266666489229961,0.1349320262670517
54,0.0880190062505955,0.13684488832950592
55,0.09107487822290171,0.14729373157024384
56,0.08270037940449336,0.1566551774740219
57,0.10390966681932862,0.13570615649223328
58,0.08394747714258054,0.1527290791273117
59,0.07921814385124228,0.13651180267333984
60,0.07731450124728409,0.14112050831317902
