model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_alpha,best_val_rmse,best_epoch,device,runtime_seconds,peak_gpu_memory_mb
lasso,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37094,8532,7801,7801,2.1112887859344482,1.4530274553271347,1.0355910062789917,0.9605022505788884,0.0001,1.3938391208648682,600,cuda,5.9906970000010915,266.51806640625
