epoch,train_loss,val_loss,epoch_seconds
1,0.23557217138400977,0.6556108668446541,2.906153500000073
2,0.24538953688697537,0.613186702132225,2.0031646999996156
3,0.22928370341010715,0.5824130680412054,2.3390643000020646
4,0.23683034779800885,0.5958125591278076,2.352846800000407
5,0.2294890407634818,0.6163943819701672,2.3421173999959137
6,0.22678427333417145,0.6091116592288017,2.3200127000018256
7,0.22418495839920596,0.584807550534606,2.6376258000018424
8,0.22380626833309297,0.5863425880670547,2.4991926000002422
9,0.22221288322538568,0.5889930799603462,2.264827699997113
10,0.22267900801439217,0.5911505930125713,2.2851389000061317
11,0.22156628561408623,0.5903208926320076,3.128281600002083
