epoch,train_loss,val_loss
1.0,0.3376491238157551,0.3700794396361539
2.0,0.333464667322084,0.37270341836992865
3.0,0.32993137839533987,0.3705225757924646
4.0,0.32206690136385946,0.37262716709729393
5.0,0.3121361005120509,0.3487343023390097
6.0,0.2963417161641457,0.34937428289264333
7.0,0.28749331378097404,0.3417256527380088
8.0,0.27649494333432856,0.331361718807682
9.0,0.2702392998350717,0.3300647676801399
10.0,0.25892091556641794,0.32885451646804764
11.0,0.24865719986678086,0.3312187830738851
12.0,0.24019876154852335,0.3283846866393435
13.0,0.2290344203009736,0.3306543147955434
14.0,0.22111450484921868,0.3305023475904887
15.0,0.20931438465885457,0.3300912970004128
16.0,0.2015187093328295,0.33132683587534334
17.0,0.1899825963364485,0.3383432709615791
18.0,0.17724695128217557,0.3394788047275261
19.0,0.1699139198020031,0.33993385628305633
20.0,0.15939259300084402,0.35232494729279423
21.0,0.15191078296862814,0.3452695008174621
22.0,0.1360342301389279,0.39058120769042787
23.0,0.1359022913056287,0.3645956873920485
24.0,0.12084996637963737,0.35660850544659606
