epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.31247570941394026,0.24236495792865753
2,0.2818397417325865,0.2964279353618622
3,0.27523021772503853,0.30408820509910583
4,0.2771180658177896,0.22451020777225494
5,0.2645680762150071,0.30870333313941956
6,0.26535459658639,0.24496100842952728
7,0.2565249504352158,0.2266288697719574
8,0.25285766303369944,0.33121269941329956
9,0.2526800690049475,0.2061721384525299
10,0.2370244665918025,0.330869197845459
11,0.24026705612513152,0.24754786491394043
12,0.23215002922171896,0.24160312116146088
13,0.2214954701167616,0.34643301367759705
14,0.23781922070140188,0.23302800953388214
15,0.23064260845157233,0.37327244877815247
16,0.22450312768871133,0.19231483340263367
17,0.19635313901711593,0.21091392636299133
18,0.19285544245080513,0.30780836939811707
19,0.19469483382999897,0.3227720856666565
20,0.18848857639188116,0.3085330128669739
21,0.18885165673087945,0.1724400520324707
22,0.16240959766913543,0.173078253865242
23,0.15992842138406227,0.15782588720321655
24,0.15209826141257177,0.1870766282081604
25,0.15282793986526402,0.21055571734905243
26,0.1496234733442014,0.16942772269248962
27,0.1394522376358509,0.1793745458126068
28,0.14344079716300423,0.15957200527191162
29,0.15225739252160897,0.18097254633903503
30,0.1381462257016789,0.21640647947788239
31,0.14052086052569476,0.3015995919704437
32,0.12937715378674594,0.6677423715591431
33,0.1635949503291737,0.4248736798763275
34,0.1373438515954397,0.13562393188476562
35,0.11496331686662002,0.3803696036338806
36,0.13554074352776463,0.12501709163188934
37,0.11677392504431984,0.5090524554252625
38,0.138632747260007,0.18821799755096436
39,0.1110569756816734,0.1352350413799286
40,0.11119785595854575,0.33220964670181274
41,0.12129811557348479,0.18138110637664795
42,0.10358078798956492,0.20421789586544037
43,0.10216221369972284,0.1279306262731552
44,0.09520689525048841,0.19539213180541992
45,0.1062307765876705,0.11926987022161484
46,0.09721587369726463,0.20828856527805328
47,0.11736375271258029,0.7984486818313599
48,0.24858727644790302,0.3787018060684204
49,0.13494413608515804,0.13800975680351257
50,0.09860147959129377,0.2868575155735016
51,0.11383917504413561,0.15351960062980652
52,0.0910107243213464,0.16315805912017822
53,0.09062007552182133,0.11992203444242477
54,0.09231922585009174,0.10810527205467224
55,0.09180774370377714,0.393459290266037
56,0.11518057164820758,0.1163594052195549
57,0.08872589748352766,0.11409321427345276
58,0.09318736204030839,0.1508282721042633
59,0.08894903187386015,0.11000865697860718
60,0.08492685710503296,0.2241971790790558
