alpha,val_rmse,best_epoch
0.0001,1.3008270263671875,600.0
0.0005,1.300860047340393,600.0
0.001,1.3009012937545776,600.0
0.005,1.3012304306030273,600.0
0.01,1.3016412258148193,600.0
