alpha,val_rmse,best_epoch
0.0001,1.962496280670166,600.0
0.0005,1.962559700012207,600.0
0.001,1.9626390933990479,600.0
0.005,1.9632749557495117,600.0
0.01,1.9640706777572632,600.0
